uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,uM4 d4,uM4 d5,uM4 d6,uM4 d7,uM4 d8,uM4 ds1,uM4 ds2,uM4 ds3,uM4 ds4,uM4 ax,uM4 ay,uM4 az,uM4 dev_yaw,uM4 dev_pitch,uM4 dev_roll,uM4 Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31580,27484,30788,30004,31108,5191,3705,15311,1537,0,509,121.9422731,0,18049,18044,18050,18065,18048,18034,18045,18063,13326,15,50,5,-7326,8045,-12002,0,0,0,121.956147,1,12372,12390,12406,12330,12263,12242,12260,12282,33009,336,36,38,9598,-6059,12237,0,0,0,121.956147,2,18193,18221,18221,18201,18221,18252,18248,18190,14675,70,98,12,10580,6211,-10829,0,0,0,121.956147,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,121.956147,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,121.956147,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,121.956147,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,121.956147,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,121.956147,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,121.956147
1,31648,27596,30724,30004,31028,4846,4077,15432,1537,0,515,122.082799,0,17366,17337,17303,17320,17321,17343,17367,17371,7656,129,20,27,-7414,7960,-11903,0,0,0,122.0954103,1,12269,12276,12261,12266,12249,12226,12251,12306,32568,85,70,43,10251,-5978,12234,0,0,0,122.0954103,2,18534,18554,18587,18624,18631,18666,18701,18693,17918,273,156,68,10523,6305,-11111,0,0,0,122.0954103,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.0954103,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.0954103,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.0954103,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.0954103,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.0954103,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.0954103
1,31672,27500,30844,30024,31072,5209,3718,15376,1534,0,515,122.2241106,0,17526,17560,17559,17625,17682,17701,17690,17639,9910,343,41,69,-7610,8053,-12000,0,0,0,122.2368469,1,12241,12261,12287,12321,12335,12349,12339,12308,32905,195,53,22,9863,-6058,12495,0,0,0,122.2368469,2,18250,18241,18239,18244,18285,18292,18322,18328,15129,178,46,59,10312,6284,-11294,0,0,0,122.2368469,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.2368469,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.2368469,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.2368469,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.2368469,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.2368469,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.2368469
1,31656,27584,30712,30020,31068,5121,3986,15111,1535,0,513,122.368222,0,18276,18274,18309,18394,18490,18578,18593,18591,16433,700,190,155,-7406,7944,-12044,0,0,0,122.3821673,1,12194,12218,12233,12240,12294,12299,12304,12290,32535,204,50,81,10228,-5852,12230,0,0,0,122.3821673,2,17611,17567,17505,17449,17437,17435,17438,17432,8802,308,160,100,10617,5998,-10931,0,0,0,122.3821673,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.3821673,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.3821673,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.3821673,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.3821673,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.3821673,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.3821673
1,31584,27640,30800,30020,31068,4449,3843,15950,1534,0,513,122.5062001,0,18572,18550,18519,18504,18461,18421,18379,18419,16753,324,143,80,-7339,7971,-12030,0,0,0,122.5198591,1,12155,12173,12202,12245,12260,12295,12302,12298,32394,271,116,61,9427,-6074,12573,0,0,0,122.5198591,2,17487,17481,17484,17486,17510,17548,17551,17547,9022,159,38,30,10556,6074,-11014,0,0,0,122.5198591,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.5198591,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.5198591,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.5198591,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.5198591,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.5198591,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.5198591
1,31672,27580,30748,30064,30984,4529,3760,15713,1534,0,512,122.6507039,0,17705,17701,17705,17747,17775,17757,17765,17764,10847,148,53,43,-7338,7715,-11869,0,0,0,122.6622903,1,12303,12270,12248,12262,12265,12252,12259,12311,32633,91,79,14,10023,-5730,12664,0,0,0,122.6622903,2,18168,18236,18272,18208,18174,18156,18122,18091,14355,291,106,22,10438,6125,-11234,0,0,0,122.6622903,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.6622903,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.6622903,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.6622903,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.6622903,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.6622903,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.6622903
1,31672,27660,30684,30088,31020,5079,3625,15330,1533,0,512,122.7950423,0,17571,17566,17546,17525,17490,17506,17536,17531,9199,136,26,44,-7282,7842,-12007,0,0,0,122.8072455,1,12343,12383,12380,12328,12274,12248,12254,12249,32922,297,56,38,9757,-5871,12381,0,0,0,122.8072455,2,18686,18660,18622,18639,18634,18602,18597,18601,17969,114,103,57,10338,5954,-11188,0,0,0,122.8072455,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.8072455,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.8072455,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.8072455,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.8072455,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.8072455,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.8072455
1,31644,27868,30716,30012,31064,4669,3648,15606,1532,0,512,122.9417355,0,18163,18191,18196,18178,18143,18070,17975,17962,13806,461,181,88,-7510,7790,-12116,0,0,0,122.9552269,1,12230,12268,12310,12302,12249,12203,12169,12180,32374,279,11,23,9758,-5786,12568,0,0,0,122.9552269,2,18075,18075,18073,18098,18159,18200,18228,18202,14038,331,71,69,10401,6079,-11332,0,0,0,122.9552269,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.9552269,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.9552269,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.9552269,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.9552269,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,122.9552269,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,122.9552269
1,31624,28156,30736,30036,30992,4510,3545,15690,1532,0,509,123.0904901,0,18557,18583,18555,18544,18523,18494,18440,18427,17051,261,135,61,-7779,7812,-11913,0,0,0,123.1015887,1,12183,12182,12193,12236,12260,12304,12299,12264,32385,256,50,10,10142,-5933,12410,0,0,0,123.1015887,2,17424,17452,17481,17496,17510,17473,17412,17353,8529,254,86,34,10068,6221,-11402,0,0,0,123.1015887,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.1015887,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.1015887,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.1015887,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.1015887,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.1015887,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.1015887
1,31656,28144,30744,30048,31048,4754,3528,15517,1534,0,508,123.2253616,0,17942,17969,17990,18009,18022,18003,17975,17968,12806,134,5,28,-7148,7872,-12188,0,0,0,123.2367065,1,12203,12210,12209,12240,12274,12315,12333,12352,32599,285,93,81,9783,-5637,12570,0,0,0,123.2367065,2,17605,17643,17629,17604,17603,17628,17635,17624,9899,28,70,22,10302,5747,-11422,0,0,0,123.2367065,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.2367065,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.2367065,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.2367065,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.2367065,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.2367065,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.2367065
1,31632,28056,30688,30024,31084,4736,3546,15698,1534,0,506,123.3513062,0,17574,17599,17575,17551,17535,17495,17476,17486,9219,228,81,23,-7821,7810,-12248,0,0,0,123.3626873,1,12259,12261,12281,12298,12330,12377,12367,12320,32957,229,62,12,10538,-5827,12218,0,0,0,123.3626873,2,18439,18442,18462,18494,18509,18471,18400,18339,16484,250,117,65,10250,6260,-11211,0,0,0,123.3626873,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.3626873,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.3626873,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.3626873,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.3626873,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.3626873,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.3626873
1,31696,28096,30740,30100,31084,4620,3606,15659,1535,0,502,123.4924722,0,17665,17685,17682,17670,17680,17684,17715,17725,10434,75,58,54,-7568,7777,-12121,0,0,0,123.5032222,1,12388,12428,12407,12363,12328,12330,12331,12332,33371,198,66,19,10008,-5780,12460,0,0,0,123.5032222,2,18740,18735,18713,18672,18661,18647,18670,18680,18446,177,34,17,10281,6040,-11211,0,0,0,123.5032222,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.5032222,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.5032222,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.5032222,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.5032222,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.5032222,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.5032222
1,31624,28796,30684,30004,31048,4487,3426,15924,1531,0,494,123.6261523,0,18365,18364,18312,18311,18290,18280,18284,18305,15439,159,65,40,-7358,7849,-11975,0,0,0,123.6392148,1,12204,12244,12265,12255,12213,12173,12141,12150,32109,250,16,15,9324,-5786,12942,0,0,0,123.6392148,2,18166,18140,18144,18152,18182,18203,18215,18203,14333,153,16,12,10057,6158,-11709,0,0,0,123.6392148,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.6392148,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.6392148,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.6392148,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.6392148,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.6392148,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.6392148
1,31496,30024,30560,30032,30988,4481,3825,15385,1523,0,476,123.7611961,0,18379,18398,18408,18410,18423,18493,18535,18555,16529,296,159,90,-7873,7732,-11816,0,0,0,123.771765,1,12251,12203,12166,12160,12165,12150,12159,12197,31914,150,91,22,9426,-5713,12984,0,0,0,123.771765,2,17374,17345,17351,17365,17361,17378,17411,17455,7968,156,100,38,9384,6156,-11752,0,0,0,123.771765,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.771765,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.771765,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.771765,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.771765,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.771765,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.771765
1,31464,30536,30556,30036,31088,5760,3427,14840,1530,0,438,123.8852665,0,17825,17822,17803,17802,17809,17823,17862,17878,11552,132,46,37,-8150,7398,-11782,0,0,0,123.8957925,1,12312,12285,12235,12204,12192,12195,12201,12223,32310,214,86,45,8789,-5888,13291,0,0,0,123.8957925,2,17515,17525,17551,17587,17624,17606,17558,17539,9433,202,30,24,9050,6399,-12312,0,0,0,123.8957925,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.8957925,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.8957925,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.8957925,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.8957925,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,123.8957925,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,123.8957925
1,31436,30528,30660,30000,31012,5835,3141,15340,1518,0,423,124.0199077,0,17413,17439,17432,17410,17395,17357,17341,17322,8037,211,72,36,-8018,7600,-11841,0,0,0,124.0338209,1,12319,12348,12354,12347,12300,12281,12277,12296,32985,163,18,10,8558,-5786,13503,0,0,0,124.0338209,2,18290,18277,18228,18152,18147,18155,18182,18221,14580,290,64,11,8810,5984,-12560,0,0,0,124.0338209,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.0338209,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.0338209,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.0338209,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.0338209,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.0338209,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.0338209
1,31504,30544,30532,30028,31048,5246,2710,16399,1536,0,424,124.1672714,0,17787,17801,17846,17859,17907,17896,17864,17803,11691,231,38,16,-8389,7282,-11565,0,0,0,124.1793375,1,12318,12258,12243,12301,12331,12362,12383,12381,33041,271,66,10,8094,-5723,13857,0,0,0,124.1793375,2,18738,18653,18594,18587,18640,18637,18624,18693,18094,206,160,35,8501,6319,-12999,0,0,0,124.1793375,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.1793375,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.1793375,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.1793375,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.1793375,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.1793375,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.1793375
1,31440,30588,30564,30024,31120,6248,4499,14589,1622,0,412,124.3086019,0,18581,18551,18518,18556,18543,18496,18487,18430,17090,159,133,131,-9014,7657,-11428,0,0,0,124.3205819,1,12373,12244,12207,12355,12418,12337,12300,12385,33083,201,325,6,8455,-5985,13933,0,0,0,124.3205819,2,18051,17890,17998,18219,18470,18422,18136,17969,14083,1028,406,147,8899,6167,-13291,0,0,0,124.3205819,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.3205819,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.3205819,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.3205819,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.3205819,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.3205819,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.3205819
1,29968,30288,30652,30120,31096,4988,3515,15796,1663,0,408,124.4478407,0,18495,18512,18480,18439,18441,18499,18528,18430,16752,65,159,81,-9147,7368,-9988,0,0,0,124.4597616,1,12299,12187,12045,11852,11815,11883,11931,12065,30541,868,206,128,7637,-6624,12988,0,0,0,124.4597616,2,16905,16876,16972,17410,17717,17767,17543,17186,7304,1910,116,102,8609,6534,-11618,0,0,0,124.4597616,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.4597616,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.4597616,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.4597616,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.4597616,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.4597616,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.4597616
1,29512,29944,30640,30092,31016,8378,5503,12542,1687,0,394,124.5860865,0,17647,17641,17666,17686,17699,17671,17609,17571,10118,193,89,50,-9775,8123,-11603,0,0,0,124.5995271,1,12308,12268,12261,12250,12174,12125,12128,12224,32202,332,123,53,10185,-5920,13624,0,0,0,124.5995271,2,17682,17640,17569,17361,17229,17255,17325,17346,8335,887,188,195,9141,6672,-11734,0,0,0,124.5995271,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.5995271,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.5995271,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.5995271,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.5995271,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.5995271,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.5995271
1,29332,29964,30648,30072,31056,6692,4935,14234,1678,0,393,124.7327161,0,17604,17579,17545,17564,17569,17534,17545,17602,9470,93,98,24,-9371,8076,-10691,0,0,0,124.7456138,1,12303,12282,12268,12284,12335,12359,12370,12398,33062,237,41,66,8784,-6329,12532,0,0,0,124.7456138,2,18422,18405,18354,18293,18219,18158,18200,18326,15305,503,103,5,9565,6375,-11891,0,0,0,124.7456138,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.7456138,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.7456138,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.7456138,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.7456138,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.7456138,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.7456138
1,29360,29972,30588,30132,31020,4900,5504,14713,1676,0,404,124.8737795,0,18316,18368,18426,18482,18515,18525,18446,18382,16388,385,50,26,-9025,7577,-10816,0,0,0,124.8864875,1,12387,12341,12349,12350,12314,12353,12398,12353,33309,89,46,88,8048,-5999,13800,0,0,0,124.8864875,2,18151,17771,17561,17825,18362,18749,18842,18589,14778,2538,152,77,8863,6698,-13001,0,0,0,124.8864875,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.8864875,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.8864875,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.8864875,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.8864875,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,124.8864875,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,124.8864875
1,29460,29956,30640,30144,31064,7834,4490,14771,1691,0,401,125.0087996,0,18425,18409,18355,18350,18387,18404,18417,18426,16101,147,54,22,-9771,7855,-11735,0,0,0,125.0208313,1,11992,11999,12019,12047,12078,12150,12241,12286,31276,498,264,157,10315,-5912,12689,0,0,0,125.0208313,2,17611,17566,17562,17613,17672,17739,17766,17740,10197,426,65,29,9230,5950,-12333,0,0,0,125.0208313,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.0208313,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.0208313,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.0208313,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.0208313,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,125.0208313,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.0208313
1,29376,29908,30620,30148,31052,5052,4799,14875,1683,0,402,125.1404774,0,17585,17492,17455,17448,17507,17555,17590,17614,9174,333,49,27,-9612,7251,-10873,0,0,0,125.1528988,1,12231,12232,12216,12231,12245,12214,12061,11990,31884,379,300,146,8473,-5952,13328,0,0,0,125.1528988,2,17673,17628,17564,17511,17496,17484,17482,17449,9215,327,195,134,8760,6285,-11716,0,0,0,125.1528988,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.1528988,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.1528988,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.1528988,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.1528988,8,16407,12804,17743,-10947,0,0,0,0,23614,49559,60791,22528,17910,17896,17906,0,0,0,125.1528988,9,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,125.1528988
